	v80:v1	v80:v2	v80:v3	v80:v4	v80:v5	v80:v6	v80:v7	v80:v8	v80:v9	v80:v10	v80:v11	v80:v12	v80:v13	v80:v14	v80:v15	v80:v16	v80:v17	v80:v18	v80:v19	v80:v20	v80:v21	v80:v22	v80:v23	v80:v24	v80:v25	v80:v26	v80:v27	v80:v28	v80:v29	v80:v30	v80:v31	v80:v32	v80:v33	v80:v34	v80:v35	v80:v36	v80:v37	v80:v38	v80:v39	v80:v40	v80:v41	v80:v42	v80:v43	v80:v44	v80:v45	v80:v46	v80:v47	v80:v48	v80:v49	v80:v50	v80:v51	v80:v52	v80:v53	v80:v54	v80:v55	v80:v56	v80:v57	v80:v58	v80:v59	v80:v60	v80:v61	v80:v62	v80:v63	v80:v64	v80:v65	v80:v66	v80:v67	v80:v68	v80:v69	v80:v70	v80:v71	v80:v72	v80:v73	v80:v74	v80:v75	v80:v76	v80:v77	v80:v78	v80:_cons	
v80:v21	 1.9849937	-.81963811	 2.3786448	-29.842544	 11.705503	-14.926364	 189.97566	-67.956398	 76.729805	-78.030222	 25.452982	-20.483278	-12.938881	-9.7521723	-20.003047	-7.8532518	-6.4720404	-11.646811	 79.302483	 68.876034	 110.98323	-21.595783	-18.445499	-31.323483	-1.2879215	-1.9967227	-.44524096	-1.3633843	 1.4775286	-3.0625067	 .32666358	 -1.804115	  1.635319	 2.0823994	 2.3176059	 1.4918159	 1.1510142	 .98763894	 1.4147821	 -2.594207	-2.9085391	-1.4849103	-3.3981372	-2.7259742	-6.5432191	 3.3554908	 3.5204659	 3.7860164	-.94582108	 1.0732115	-.21181355	-.05023396	-1.8380386	 .48553915	 2.9147876	 1.1016047	-.78330874	-.29349809	 .77766816	 .13135229	 .96011199	 -.1643649	 .34741625	 .11697481	-1.3788311	 .63064582	 .99497208	 1.8022711	 1.5176464	 .24010022	-.17910228	  .4441612	-.00134251	 .00672605	 .00541076	-.01054059	-.00032956	-.02320786	-51.816801	
v80:v22	 1.2920669	 .06698354	 .81952472	-2.8465087	  .7533697	 .42116884	-15.384544	  5.297854	-4.5677815	 28.679812	-9.7548794	 5.6578789	 1.0893894	 .88720865	 1.6133482	-4.1851609	-3.3282292	 -6.348341	-15.452929	-13.258072	-21.595783	 39.694101	 34.857706	 54.958817	 .76972457	 .62926827	 .12526168	 .48218231	-.49153285	 .97213164	-.75669202	 .22918068	 -.6329828	-.39899572	-.45894972	 -.2984107	-.63364667	 -.4953739	-1.0418796	-.10927341	-.28523519	-.16851978	 3.2192782	 3.2850801	 3.8137558	-2.2240255	-2.3296771	 -2.285768	-1.5993816	 .49804677	-.34770077	 2.9543853	-.28778951	 .16478499	 -.3785493	-.06906224	  .0628784	 .08050596	-.23076617	 .06489894	-.42427579	 .17091961	-.19847256	-.15627463	-.15948279	-.57071862	  .0432109	-.19100196	-.10240837	 .08955322	 .39032261	 .28854864	-.00307997	  .0042879	-.01088883	 .00438349	-.00306692	 .00605159	-21.641586	
v80:v23	 1.4109705	-.05103071	   .995445	-2.9195051	 .78880994	 .17925096	-14.065341	 4.6977102	-4.3606789	 25.901165	-8.6531679	  5.142186	 .86058449	 .70360016	 1.3052831	-3.4594459	  -2.74357	-5.2886764	-13.468717	-12.104298	-18.445499	 34.857706	 31.484282	 47.429946	 .66113518	 .49866452	  .0849629	 .19559502	-.55130636	  .7391936	-.42084031	 .54221373	-.53716553	-.34081669	-.56181596	-.13758078	-.40035426	-.30318064	-.61461895	-.05970385	-.23416682	 .00061658	 2.1872738	 2.1473246	  2.426783	-1.4528652	-1.4636927	-1.3999886	-1.5284422	 .48453757	 -.2977409	 2.9252863	-.23675718	 .14765426	-.39744463	-.01122426	  .0343079	 .05897813	-.15547231	 .01779318	-.40498836	 .16641084	-.25232955	-.06780159	-.11157757	-.42103452	-.06281172	 -.1809971	-.20804695	 .06714729	 .30724393	 .27224678	 -.0036401	 .00304808	-.00619125	 .00208158	-.00190801	 .00628423	-19.238714	
v80:v24	 1.1746082	 .30697246	 .64328978	-2.9444528	 .80707677	   1.18666	-21.432946	 7.2442998	-6.4687758	 38.323312	-12.856691	 7.2278136	 1.7916349	 1.4353763	 2.6783065	-6.3579343	-5.1391848	-9.5875223	-21.472221	-17.916307	-31.323483	 54.958817	 47.429946	 78.350823	 .96714679	 .79959198	 .06062594	  .8372531	-.51711306	 1.4418297	-.65364378	 .25807322	-.55113223	-1.0270117	-.68725658	-.72713734	-.70779711	-.44834656	-1.3163018	 .00910673	-.35244688	-.14645836	 3.2452581	 3.3217785	 3.6794416	-2.4588152	 -2.487297	-2.1894705	-1.9535224	 .64800276	-.46465307	 3.3639903	-.48271518	 .25678518	-.34476998	 .01086551	 .07959207	 .01497478	-.56977086	 .09135428	-.47933263	 .21253055	-.14294841	-.24498591	-.35633563	-.89005946	 .06212778	-.30323094	-.13288836	-.06351746	 .70073586	 .27836829	-.00206144	 .00677609	-.01565872	 .00563447	-.00335693	 .00928759	-29.035445	
v80:v25	 1.0340796	-.79586228	 1.2061376	-4.5046865	  1.020518	-2.7961781	 1.2382766	 .08105415	-.80993452	-1.1207384	 .67044778	-1.1670961	 .58273944	  .1602706	 .40015132	-.34269472	 .15487116	-.12887932	-1.1105184	-1.0405676	-1.2879215	 .76972457	 .66113518	 .96714679	 44.011537	 31.940655	 27.002754	-32.955377	-25.059608	-22.792167	-.96879022	-.69680054	-1.1806718	-9.6463161	-5.5996013	-2.4675815	 .60355644	 .05816513	-.06320662	 -2.938019	-1.8685038	-3.0421177	 5.0067837	 4.4810193	 6.9288987	-2.4307624	-2.4167891	-3.6638377	-1.3689215	 -.7535021	-.19073707	 .40228554	 2.2785352	-.23914112	-.90656209	-.45918822	 .24630937	 .13638983	-.58310758	 .01487015	-11.015161	-3.8352807	-5.5104749	 6.4780582	 4.4111499	 4.6920611	 .45861168	-.99749714	 .30193409	  -.285274	 -.1788086	-.16211159	 .00009537	-.01109739	-.00202219	 .00889518	 .00050399	-.00008273	 2.4438524	
v80:v26	 .28898522	-.56561906	 1.8290533	-5.3248923	 1.5404687	-4.3698859	 .36509271	 .73366171	-1.2812785	 4.4723764	-1.7430919	 1.0978496	  .1150525	-.12846472	-.22345338	 .09493442	 .46118588	 .35865629	-1.6586314	 -1.520276	-1.9967227	 .62926827	 .49866452	 .79959198	 31.940655	 35.919822	 14.759043	-24.822401	-33.232731	 -12.51196	 .26040888	 .90943157	 .09773531	-6.9609062	-3.3859094	-2.6254902	  .7223717	 .26852636	 .68525839	-1.9191818	-.96711213	-2.5205253	 1.8278274	 1.1359733	 3.4762026	-.30827708	-.19509926	-1.1682575	-.61699071	-.38167196	-.22106638	 .33315771	 1.7372631	-.18746222	-1.0996094	-.58725092	 .18057343	 .25149259	-.31001969	  .1215613	-8.4181855	-4.3549388	-5.0495773	  5.749239	 4.6694229	 5.1864705	-.21581965	-.91100655	-.10086912	 .07371559	-.18527814	-.08382695	 .00941029	-.02204177	 .01146817	 .00163076	 .00049012	-.00477247	 2.6224241	
v80:v27	-.52998559	-.32912519	-2.1716995	 .21147689	-.31643714	 1.9138377	 1.0819493	-.21716362	  .2910114	-5.8326064	  2.519559	-3.0482818	  .4670871	 .47289776	 .43711697	-.40625806	-.33676346	-.48363979	-.35798223	-.29845896	-.44524096	 .12526168	  .0849629	 .06062594	 27.002754	 14.759043	 40.635183	-23.259594	-10.880758	   -40.025	-1.1304872	 -.5682773	-1.4763664	-1.6632425	-1.8070468	 2.4172736	-.47867359	-.26109383	-1.0676484	-1.3342492	-1.2869966	-1.3015291	  6.036149	 5.9024513	 7.7461689	 -4.044988	-4.1779398	-5.1713579	 1.0857036	-1.1066708	 .42504948	-2.6005428	 2.1189807	-.49521828	 -.0831824	 -.2506527	 .06269492	-.39109288	-.49001999	 .05641013	-4.9236032	-2.7186255	 -3.887022	 3.9795654	 3.1179039	 4.2635292	 .12225532	-.48867811	-.03356711	 .15959987	-.46846482	 .11240607	 .00764923	-.00313611	-.01389403	 .00166229	 .00023514	-.00160312	 .29992935	
v80:v28	 .34056287	 .50508699	-1.4444784	 6.1112031	 -2.109273	 8.1030945	-4.9825835	 1.7592453	-5.7501331	-8.9963087	 2.9784495	-2.1590046	-.47195899	-.07415129	-.24073542	 .84185011	  .0790292	  .3325791	-1.1370528	-.49043385	-1.3633843	 .48218231	 .19559502	  .8372531	-32.955377	-24.822401	-23.259594	 80.154418	 57.213191	 66.154779	-45.065154	-29.866245	-42.526016	 -1.543026	-1.8336939	 .53653621	-2.0345933	-1.2413476	-1.7111068	 4.7415429	 3.3329793	 3.7898374	-1.9515638	-1.2142039	 -1.278208	 .22317809	-.09029495	 .79541756	-.27368767	 .94178104	 .35713736	-2.1026794	-3.5409782	 .05008479	 3.5393731	 2.2675049	 -.3266452	-1.0162406	 .10000953	 .20510312	 6.5084437	 3.2429292	 4.7109386	-11.344986	-5.7759822	-5.3952558	  4.088961	 3.4795284	 .36120116	-.82219611	-.54423306	-1.2010515	 .02817752	-.01935136	  .0027414	-.01285238	-.00199419	-.01185192	-.54066908	
v80:v29	 1.0157635	 .27204378	-1.8319141	 9.9093955	-3.4899839	 10.539424	-7.3787721	  1.893179	-5.8367328	-16.919638	 6.3719349	 -5.190038	-.04085694	 .16229051	 .28959675	-.47469654	-1.0403955	 -.9941636	 1.2368241	 1.6000901	 1.4775286	-.49153285	-.55130636	-.51711306	-25.059608	-33.232731	-10.880758	 57.213191	 73.765248	  33.36831	-31.492538	  -39.3878	-23.502642	-.38166911	 -.7088985	 1.4593378	-2.0012076	-1.4933602	 -2.010455	 3.2827218	  2.269374	 3.0044185	 1.6788445	 2.6034245	 1.7467938	-1.9341094	-2.4987476	 -1.040376	-.74420084	 .48482958	 .35575021	-1.6701349	-2.8291072	 .07654479	 3.3250586	 2.1031968	-.24257138	-1.1767373	 .05175708	  .0053698	 5.6372722	 4.0442516	 4.7034974	-10.371792	 -6.543031	-7.2611468	 4.7054245	 3.7358298	 2.3468994	-1.4164116	-.80419486	-1.6636988	 .00156381	 .01772907	-.02608455	 .00525992	-.00224047	-.00300071	-.50578719	
v80:v30	 .50393852	-.56565108	 .55892223	-2.0915601	 1.2169994	-1.2256269	-1.0076897	 1.0260383	-.80948429	-.92900106	-.54093659	 .12363208	  .2757824	 .10604379	 .53954185	  1.357441	 1.4639946	 1.3721894	-2.5530881	-2.3716087	-3.0625067	 .97213164	  .7391936	 1.4418297	-22.792167	 -12.51196	   -40.025	 66.154779	  33.36831	 112.14385	 -40.97092	-19.328908	-68.325808	-1.4852254	-.31334875	-2.2747548	   .422247	 .43301258	 .75198216	 2.4793097	 2.5328719	 2.4638259	 -8.571307	-8.5277786	-9.5615151	 5.4705202	 5.3884471	 5.9123188	-1.8415902	 1.1251832	-.20877831	 .88876528	-2.9903908	 .63204996	 1.2933879	 1.4579389	 -.4308346	-.25039319	 .42955978	 .08170889	 4.4562346	 2.2189495	 5.3500257	-6.2152968	-3.7974654	-5.4977661	 .95881644	 1.5522289	-.66709202	-.14193314	 .05582604	 .08177796	 .00117582	 .00032404	   .026503	-.03168754	-.00099095	 -.0109237	 .01846583	
v80:v31	-1.3638102	 .12636488	-.04322036	-1.7728119	 .19966851	-5.5211521	 13.809184	-3.8504323	 12.376816	-5.1426352	 1.1774578	-4.2925975	-.12184615	-.11572604	-.12277641	-.23545737	 .05509378	 .12563445	  .9073524	 .31952036	 .32666358	-.75669202	-.42084031	-.65364378	-.96879022	 .26040888	-1.1304872	-45.065154	-31.492538	 -40.97092	 78.430401	 50.266774	 69.861558	-32.997713	-19.871256	-28.484324	 .97852692	 .67502235	 1.6160622	-3.6862814	-2.9168168	-3.7202238	  3.970767	  2.875512	 3.2204764	-1.2918886	-.81016475	-.88509908	  .7606403	 .14382007	 -.1584105	-1.6046428	 2.1336994	 .19585782	-4.7416129	-3.3570276	-.00312967	 3.8024134	 1.6848885	-.07926901	 1.0124713	-.80897332	 1.1042395	 2.6872928	 1.6011624	 -2.252384	-9.3247804	-5.8917344	-2.0410112	 6.0633228	 3.4889647	 3.5845917	 -.0118555	 .01666027	-.01046788	 .00736752	 .00294287	  .0070536	 .61753673	
v80:v32	-1.1881264	  .6264984	 .21060341	 .47199871	-.75508112	-2.8549557	 6.3908307	-1.1494601	 6.4864757	-1.8961803	-.34401586	-1.8501421	-.14252055	-.15000565	-.09853645	 .54982193	 .70964603	 .73771887	-1.1991584	-1.5546344	 -1.804115	 .22918068	 .54221373	 .25807322	-.69680054	 .90943157	 -.5682773	-29.866245	  -39.3878	-19.328908	 50.266774	 67.834785	 30.723867	-19.968059	-29.812684	-10.820807	 1.6202607	 1.5318616	 1.8007213	-2.7339282	-2.6506266	-2.0317626	-.68072043	-1.2657211	-1.7824527	 1.0618448	 1.6378532	 1.0260654	 1.5320659	-.24143389	 .00535851	 -2.384953	 2.3716076	-.05902724	-3.9730718	-2.6777581	 .05406223	 3.3333238	 1.4105196	-.10103649	 .07134131	 -.4772549	-.11219029	 4.4025909	 2.8740233	 1.6802162	-9.8694187	-7.0543917	 -6.042604	 6.1650611	 3.6823672	 5.2658724	 .00646774	-.00962033	 .00786962	 -.0063252	 .00329098	-.00545424	 .96196713	
v80:v33	 .82798171	-.09533871	 2.6337376	 .50120697	-.80024274	-2.3815668	-5.1096154	 1.1936759	-1.4910444	 10.731486	-2.4707392	 4.3508557	-.38634711	-.33125782	-.45715223	-.85735429	-.88913806	-.77879653	 1.7153611	 1.6062866	  1.635319	 -.6329828	-.53716553	-.55113223	-1.1806718	 .09773531	-1.4763664	-42.526016	-23.502642	-68.325808	 69.861558	 30.723867	 114.84833	-27.363792	-8.9427053	-46.752706	-.68888612	-.72561269	-.63639809	 -1.858387	-1.8548389	-2.2155225	 7.7879823	 7.5583597	 8.8028691	-4.5401225	-4.4275442	-4.6822082	-.61382085	 .98180647	 -.4017928	 .74465942	 .87849744	 .01670249	-1.5888103	-2.1279808	 .66225682	 1.4909692	 .36412606	-.28107229	 .52023561	 -.4719626	  .5845183	-.43978591	-.09630841	-3.1389534	-2.4447384	-2.6228734	 .83012097	 1.4444018	 1.9349306	 .29221113	-.00015259	-.02337304	 .00661321	 .02132092	 .00207555	 .00378189	 .81756619	
v80:v34	-.01797823	 .13947343	 .23609384	-.49330169	 1.1215899	-.14652704	-11.163856	  2.411164	-6.1786957	 17.128128	-5.4091828	 8.2060399	 .06080447	 .08461095	 .02385121	-.28063688	-.29197181	 -.3509155	 1.1759829	 1.0675457	 2.0823994	-.39899572	-.34081669	-1.0270117	-9.6463161	-6.9609062	-1.6632425	 -1.543026	-.38166911	-1.4852254	-32.997713	-19.968059	-27.363792	 44.244174	 27.014455	 30.508703	 .64485467	 .73751825	 .36977074	 1.5931508	 1.1706487	 2.6652343	-7.4610665	 -6.575095	-9.3570135	 3.9366324	 3.7136319	 4.2379597	 .89788258	-.31524233	 .00659345	 3.4378927	-.96725129	 .02628716	 2.1336497	 1.5345152	 .08557149	 -2.893787	-1.1954824	-.15441823	 3.4784416	 1.2848274	-.34260663	 2.1734916	-.16274976	 2.9790684	 4.7451667	 3.3590305	 1.3480049	-4.9269189	-2.7450998	-2.1757624	-.01227862	 .01171178	 .01143247	-.00740552	-.00107055	  .0052628	-2.6706704	
v80:v35	-.07912999	-.41505451	-.24313821	-5.2871029	 2.8429885	 -3.418233	 .48754781	-1.4537538	 .62662011	 14.437249	-4.2854239	  5.941372	 .08903913	 .13752598	  .0517857	-.13779795	-.08967534	-.06666194	 1.6098148	 1.4577302	 2.3176059	-.45894972	-.56181596	-.68725658	-5.5996013	-3.3859094	-1.8070468	-1.8336939	 -.7088985	-.31334875	-19.871256	-29.812684	-8.9427053	 27.014455	 34.121435	 11.144385	-.12753253	-.06627752	-.20199216	 1.3071278	  1.258819	 1.5203696	 -3.647266	-3.2598901	-4.3989803	 1.7807797	 1.6171692	 1.8190821	-.19920609	 .17315198	-.12925643	 3.6599164	 -1.259003	 .16220144	 1.7631479	  1.209204	-.00689523	-2.4700713	-1.1372742	-.03705711	  2.721187	 .69559299	 .47524006	 .24279421	-.97192569	 .41840622	 5.3859167	 4.2228692	 3.7995735	-4.7909944	 -2.718094	-3.4911827	-.01375288	   .012087	 .00909389	-.00673734	-.00226767	 .01109135	-3.1215171	
v80:v36	-.69978481	 .93290581	-1.0158444	 .43088495	  .2384849	 1.2197178	 2.8938984	-1.2342617	 1.3936726	-1.2324339	-.40729312	 -.7596111	-.26440973	-.16660677	-.40209186	-.12324354	-.24714923	-.14805848	 .94079878	 .83153905	 1.4918159	 -.2984107	-.13758078	-.72713734	-2.4675815	-2.6254902	 2.4172736	 .53653621	 1.4593378	-2.2747548	-28.484324	-10.820807	-46.752706	 30.508703	 11.144385	 46.654457	 1.0306713	 .87683374	 1.2171572	 .19510794	 .09583166	 .49909072	-5.7088378	-5.3734963	-7.5055882	  3.673583	 3.7192119	 4.5989339	 1.3364631	-.94098008	 .19773547	 1.2256841	-.19471026	-.09632841	 .45491196	 .92493959	-.29773003	-.78589546	-.31735921	 .15564313	 -.0004552	 .94284553	-1.9998086	 2.5867019	 .76996859	 4.2896991	 1.3522337	 1.5181113	 -.1287903	-1.4175656	-1.4650556	-.43575392	-.00603666	 .02440992	 -.0185929	 .00470195	-.00188048	 .01009988	-1.4515408	
v80:v37	  1.541578	-.89605368	 1.4565647	-5.9986664	 2.9281605	-3.9888978	 5.2729832	  -2.72352	 .37316849	-12.570427	 3.9873973	-2.2274092	 .17694523	-.06107445	-.22828632	 .18352906	 .26168338	 .66871855	 .95585006	 .82379954	 1.1510142	-.63364667	-.40035426	-.70779711	 .60355644	  .7223717	-.47867359	-2.0345933	-2.0012076	   .422247	 .97852692	 1.6202607	-.68888612	 .64485467	-.12753253	 1.0306713	 115.13857	 109.57678	 142.52783	-71.374033	 -70.21419	-79.523367	-350.98258	-340.15773	 -425.7708	 264.37417	  259.1385	  310.0171	-.20142791	  .4512511	-.21058941	 .30750395	-.17462572	 .15008476	-.12880841	 .23170486	 .11935666	 .03384418	-.11078216	-.01700866	 .16099165	 .01863355	 .01489065	 .52488924	 .01732744	 .38090226	-.65008053	-.18068039	-.19665444	-.10691254	 .52532159	-.44824052	 .02119824	-.01188448	 .00435801	-.00422209	 .00176364	 .01334381	 43.374195	
v80:v38	 1.6133434	-.99391315	  1.486625	-5.3673515	  2.563342	-3.9313538	-.97170987	-.34075738	-2.3877089	-9.2718973	 2.9247345	-1.0509138	 .17629261	  .0438047	-.17841933	 .17639484	 .09864717	 .62262039	 .92337845	 .80921893	 .98763894	 -.4953739	-.30318064	-.44834656	 .05816513	 .26852636	-.26109383	-1.2413476	-1.4933602	 .43301258	 .67502235	 1.5318616	-.72561269	 .73751825	-.06627752	 .87683374	 109.57678	 106.93095	 131.85974	-69.533132	-70.998082	-73.277037	-326.70098	-316.56831	 -396.3137	 246.76058	 241.90932	 288.97343	-.33552442	 .55087085	-.23000576	 .86439939	-.25314116	 .19324112	-.13214793	 .30146244	 .06097942	-.00565081	-.18922266	 .02266359	  .0499261	  .0577035	-.17358448	 .63173668	 .04879465	 .56608318	 -.5466954	-.20644805	 -.1548794	-.10269803	  .5401822	-.41544703	 .01952197	-.01392978	 .00813543	 -.0078466	 .00135285	  .0036694	 40.820541	
v80:v39	 2.1272137	-.87368367	  1.942515	 -11.43225	 4.7466428	-6.1466058	 24.957485	-10.000982	 9.0913913	-18.953293	 6.2044581	-4.9039561	-.15270986	-.42933226	-.55699155	 .58730285	 .69585545	 .71618453	  1.092219	  .9780365	 1.4147821	-1.0418796	-.61461895	-1.3163018	-.06320662	 .68525839	-1.0676484	-1.7111068	 -2.010455	 .75198216	 1.6160622	 1.8007213	-.63639809	 .36977074	-.20199216	 1.2171572	 142.52783	 131.85974	 189.86331	-82.489864	-77.668195	-105.80324	-464.06603	 -449.8399	-563.31733	 347.57941	 340.54523	 408.96344	  .5342873	  .1307406	-.14492768	-1.7923463	 .48737172	-.06024827	-.27612002	 .01752455	 .18590619	 .09335621	  .1372274	-.03126814	 .52910703	  -.012009	 .46268819	  .2616313	 .09283135	 .05237898	-.98515654	-.12978791	-.42960018	-.05539472	 .46138533	-.58077061	 .02415394	-.00814923	 2.276e-06	-.00219923	 .00199742	 .02121798	  55.68338	
v80:v40	 .85946216	-.00131887	 1.4195494	-14.670433	 4.3845445	-9.0236569	 36.167894	-11.448397	 14.139053	-25.769156	  7.956457	-6.9062428	-.21815527	 .06218323	 .04513292	 .95238445	 .54798105	 .71415681	-2.0228978	-1.7603984	 -2.594207	-.10927341	-.05970385	 .00910673	 -2.938019	-1.9191818	-1.3342492	 4.7415429	 3.2827218	 2.4793097	-3.6862814	-2.7339282	 -1.858387	 1.5931508	 1.3071278	 .19510794	-71.374033	-69.533132	-82.489864	 220.77647	 214.77612	 258.48811	-183.31954	-178.57977	-216.38387	  41.57234	 40.121125	 51.933845	 -.0282883	 .28057973	-.15542619	-.49695936	-.33665057	 .12722028	 .20209377	-.38231949	-.00028695	-.11049467	 .34535845	 .01588473	 .67235127	 .15512029	 .61477868	-.59743966	-.27670512	 -.2843011	 .42211064	  .5052454	-.26156043	-.63091372	-.41432918	-.50764132	-.01360394	 .02593391	-.00504517	-.00223343	 .00112389	 .00802864	-5.7708515	
v80:v41	 .14852518	     .2109	 .66571311	-17.266172	 5.6401263	-10.142672	 47.701266	-15.764261	  19.16926	-30.264759	 9.3101846	-8.0362806	-.14058566	-.00449914	 .12740322	 1.0459786	 .90405541	 .94821057	-2.3276788	 -2.182077	-2.9085391	-.28523519	-.23416682	-.35244688	-1.8685038	-.96711213	-1.2869966	 3.3329793	  2.269374	 2.5328719	-2.9168168	-2.6506266	-1.8548389	 1.1706487	  1.258819	 .09583166	 -70.21419	-70.998082	-77.668195	 214.77612	 213.96557	 243.18767	-177.94007	-175.78586	-205.04853	 40.873658	 39.549538	 50.702226	 .20429771	  .0089882	-.11439563	-1.1904523	-.26972774	 .06254154	 .26715246	-.29343393	 .02811909	-.06049296	 .59780214	-.05433504	 .69279064	-.00663482	 .76571181	 -.6835576	-.20119601	-.34533599	 .39707025	 .50330383	-.28167414	-.62886622	-.42594133	-.58049971	 -.0168523	 .02979101	-.01057461	 .00373407	 .00124258	 .01011752	-5.9614534	
v80:v42	 2.1748209	-.64619182	 2.6489884	-7.5681516	 1.8497347	-6.5647376	 4.4884747	-.33851815	 1.9221729	-14.503871	 4.6253167	-3.8488146	-.10459637	 .35181595	-.14706021	 .15537188	-.31919771	 .43804449	-.78121589	 -.7087535	-1.4849103	-.16851978	 .00061658	-.14645836	-3.0421177	-2.5205253	-1.3015291	 3.7898374	 3.0044185	 2.4638259	-3.7202238	-2.0317626	-2.2155225	 2.6652343	 1.5203696	 .49909072	-79.523367	-73.277037	-105.80324	 258.48811	 243.18767	 334.78569	-220.13627	-210.28668	-278.78892	 49.882814	 47.860032	 63.464354	-.89596296	 .92106433	-.41358297	 1.6732676	-.98495665	 .50440445	  .1834557	 -.2359074	-.13230091	-.30347817	 -.1023348	 .08168609	 .67183159	 .19558494	 .43012872	-.16801851	-.41946888	  .1154557	 .19441004	 .62629114	 -.4646029	 -.5792719	-.39806826	-.33376806	 -.0166752	 .03298882	-.00956215	-.00338203	 .00194612	 .00507456	-5.5464141	
v80:v43	-10.037962	 3.4234906	-9.9807075	 69.114378	 -25.35719	 42.274152	-137.60771	 49.755966	-46.807813	 112.30863	-34.697683	 26.588168	  .4572229	 .46581691	 1.9513273	-3.2521206	-2.5561151	-4.4729166	-2.7901596	 -2.398623	-3.3981372	 3.2192782	 2.1872738	 3.2452581	 5.0067837	 1.8278274	  6.036149	-1.9515638	 1.6788445	 -8.571307	  3.970767	-.68072043	 7.7879823	-7.4610665	 -3.647266	-5.7088378	-350.98258	-326.70098	-464.06603	-183.31954	-177.94007	-220.13627	 2186.3327	  2117.666	 2652.5759	-1482.4506	-1449.5874	-1751.6918	 .01541714	-1.8988064	 1.2975174	 3.1024427	-.17517347	-.57412638	 .67602914	-.04176474	-.38932708	  .0779747	-.74318012	-.01702727	-2.5802216	-.14600902	-1.7311363	-1.4655927	 .29218018	-1.7368461	  2.168137	-.64130989	 1.7083313	 1.2770647	 -.7720501	   2.33733	 -.0425608	-.04298768	 .00854748	 .04535608	 -.0086647	-.05713759	-170.54297	
v80:v44	-9.3789086	 3.2112678	 -9.507519	 70.797033	-26.217908	 43.306631	-143.56211	 51.965073	-50.248164	 112.37743	-34.645883	 26.883813	 .43691227	 .54174209	 1.7845076	-3.3293598	-2.7678535	-4.6108388	 -2.409053	-1.8863522	-2.7259742	 3.2850801	 2.1473246	 3.3217785	 4.4810193	 1.1359733	 5.9024513	-1.2142039	 2.6034245	-8.5277786	  2.875512	-1.2657211	 7.5583597	 -6.575095	-3.2598901	-5.3734963	-340.15773	-316.56831	 -449.8399	-178.57977	-175.78586	-210.28668	  2117.666	  2056.391	 2558.4578	-1434.5479	-1405.5504	 -1688.395	-.04385481	-1.7313916	 1.2384512	 3.2547851	-.08970021	-.56350109	 .65999155	-.28401986	-.31285811	 .09151036	-.85944105	 .00009106	-2.4560318	-.08053855	-1.6644336	-1.3724748	 .15454172	-1.6649014	 2.1093321	-.42793303	  1.731318	 1.3288271	-.80790322	 2.3910708	-.04227954	-.04198572	 .00934921	 .04278984	-.00841106	-.05438911	  -165.288	
v80:v45	-13.963991	  4.394236	-12.885837	 74.290274	-26.522696	 45.348052	-139.53446	 51.251176	-46.200826	 121.56474	-38.095049	 29.260098	 .73906325	 .44283703	 2.8908109	-2.8670202	-1.9819066	-4.3373482	-5.6197088	-4.8351118	-6.5432191	 3.8137558	  2.426783	 3.6794416	 6.9288987	 3.4762026	 7.7461689	 -1.278208	 1.7467938	-9.5615151	 3.2204764	-1.7824527	 8.8028691	-9.3570135	-4.3989803	-7.5055882	 -425.7708	 -396.3137	-563.31733	-216.38387	-205.04853	-278.78892	 2652.5759	 2558.4578	 3266.2596	-1804.5013	-1758.8179	-2160.5476	 .07862603	-2.4128801	  1.703569	 3.9648187	-1.0158048	-.73557123	 .93611618	 .27203974	-.47836088	 .27408518	-.39381521	-.19498391	-3.4861091	-.01489819	 -2.652546	-1.9911291	 .31491441	-2.2619401	 3.3725745	-1.1767331	  3.038435	 1.0073406	-.59218508	 2.1371584	-.03765108	-.07469387	 .03411835	 .04429492	 -.0122786	-.06577284	-206.17969	
v80:v46	 6.8916344	-2.1004546	 6.7073569	-44.481856	  16.55426	-26.878145	 85.050493	-31.323173	 29.466246	-66.306546	 20.169757	-15.681979	-.46543674	-.47212488	 -1.718521	 1.9617447	 1.6068816	 2.8948205	 2.6743579	 2.2750415	 3.3554908	-2.2240255	-1.4528652	-2.4588152	-2.4307624	-.30827708	 -4.044988	 .22317809	-1.9341094	 5.4705202	-1.2918886	 1.0618448	-4.5401225	 3.9366324	 1.7807797	  3.673583	 264.37417	 246.76058	 347.57941	  41.57234	 40.873658	 49.882814	-1482.4506	-1434.5479	-1804.5013	 1088.9391	 1062.2353	 1295.1638	-.16883882	   1.16028	-.92132864	-1.8059921	 .23342562	 .37277023	-.44241974	 .15495764	 .22122841	-.00245103	  .3496649	  .1473357	 1.4050597	 .03430133	 .90049975	 .87329399	-.14107593	 1.0976885	-1.9438533	   .564095	-1.4821804	 -.3135563	 .42540263	-1.3963667	 .01899202	 .03429359	 -.0115269	 -.0239266	 .00348906	 .03805214	 87.407878	
